## RECSRecommendations Upload File,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,
## RECS,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.description,entity.tag,entity.subcategory,entity.private
manulife-insurance-life-insurance-reinstatement-application-nn1569e.pdf,Application for reinstatement of life insurance for policies that have lapsed within the past 6 months-Set up or change a pre-authorized debit plan- Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-life-insurance-reinstatement-application-nn1569e.pdf,-,-,Use this form to reinstate a life insurance policy that lapsed within the past six months.,Before the sale,Policy Service,FALSE
affinity-markets-collateral-assignment-form-af1446e.pdf,Collateral Assignment Form,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-collateral-assignment-form-af1446e.pdf,-,-,AF1446E - Collateral Assignment Form - Individual Insurance,After the sale,Policy Service,FALSE
manulife-insurance-death-abroad-questionnaire-nn1508e.pdf,FOREIGN DEATH QUESTIONNAIRE - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-death-abroad-questionnaire-nn1508e.pdf,-,-,Death details for foreign.,,Policy Service,FALSE
manulife-insurance-policy-service-certified-copy-resolution-of-the-board-of-directors-nn1703e.pdf,Certified copy of a resolution of the board of directors (NN1703E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-policy-service-certified-copy-resolution-of-the-board-of-directors-nn1703e.pdf,-,-,This form is required for all permanent life insurance products which are owned by an incorporated entity.,After the sale,Policy Service,FALSE
manulife-insurance-servicing-advisor-change-nn0988e.pdf,Servicing advisor change- Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-servicing-advisor-change-nn0988e.pdf,-,-,Complete this form to change the advisor who provides service for individual life insurance or Living Benefits insurance.,,Policy Service,FALSE
manulife-insurance-request-for-change-evidence-of-insurability-required-nn7001e.pdf,Application for change (NN7001E) (login required),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-request-for-change-evidence-of-insurability-required-nn7001e.pdf,-,-,Complete this form to change a Manulife insurance policy when evidence of insurability is required. (NN7001E),After the sale,Policy Service,FALSE
manulife-insurance-collateral-assignment-nn0504e.pdf,Collateral assignment - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-collateral-assignment-nn0504e.pdf,-,-,Complete this form to assign a Manulife insurance policy to a creditor as security for a debt outside Quebec.,,Policy Service,FALSE
affinity-markets-application-to-enroll-additional-family-members-to-a-guaranteed-issue-plan-af1436e.pdf,Enroll additional family members – Guaranteed issue plan (AF1436e),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-application-to-enroll-additional-family-members-to-a-guaranteed-issue-plan-af1436e.pdf,-,-,Complete this form to add family members to a Manulife Affinity Markets guaranteed issue plan. (AF1436E),Before the sale,Policy Service,FALSE
manulife-insurance-quick-issue-term-application-for-change-nn7011e.pdf,Quick issue term change application (NN7011E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-quick-issue-term-application-for-change-nn7011e.pdf,-,-,Complete this form to change a Manulife Quick Issue Term life insurance policy when evidence of insurability is not required. (NN7011E),After the sale,Policy Service,FALSE
manulife-insurance-small-business-enrolment-summary-af1442e.pdf,Small Business Employee* Enrollment Summary – Affinity Markets H&D | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-small-business-enrolment-summary-af1442e.pdf,-,-,"For Small Businesses to be able to advise on the form, all policies that they are going to manage the monthly/semi-annual or Annual premiums for.",Before the sale,Policy Service,FALSE
insurance-policy-service-critical-illness-claimants-statement-nn1482e.pdf,Critical Illness claimant’s statement (NN1482E) (login required),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/insurance-policy-service-critical-illness-claimants-statement-nn1482e.pdf,-,-,Use this form to state a critical illness claim,After the sale,Policy Service,FALSE
affinity-markets-application-to-reinstate-health-and-dental-coverage-for-an-underwritten-plan-af1440e.pdf,Reinstate health and dental – Underwritten plan (af1440Ee),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-application-to-reinstate-health-and-dental-coverage-for-an-underwritten-plan-af1440e.pdf,-,-,Complete this form to request a reinstatement of health & dental coverage for a Manulife Affinity Markets underwritten plan. (AF1440E),Before the sale,Policy Service,FALSE
manulife-insurance-request-for-approval-multisource-drug-cm5007e.pdf,Individual Insurance Request for Approval of Multi-Source Drug – Drug Essentials Formulary,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-request-for-approval-multisource-drug-cm5007e.pdf,-,-,Request for Approval of Multi-Source Drug – Drug Essentials Formulary – H&D Individual Insurance | Manulife,,Policy Service,FALSE
manulife-insurance-livingcare-beneficiary-designation-nn1561e.pdf,NN1561E - Beneficiary designations for LivingCare policies,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-livingcare-beneficiary-designation-nn1561e.pdf,-,-,NN1561E - Beneficiary designations for LivingCare policies,After the sale,Policy Service,FALSE
manulife-insurance-innovision-advantage-option-exercise-application-nn1524e.pdf,InnoVision Advantage – option application (NN1524E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-innovision-advantage-option-exercise-application-nn1524e.pdf,-,-,Complete this form to apply to Manulife to exercise the InnoVision Advantage Option. (NN1524E),After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-rheumatoid-arthritis-nn1499e.pdf,Attending Physician’s Statement –  Rheumatoid Arthritis - Living Benefits | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-rheumatoid-arthritis-nn1499e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's rheumatoid arthritis for critical illness insurance coverage.,After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-cancer-life-threatening-nn1484e.pdf,Attending Physician’s Statement – Cancer (life threatening) - Living Benefits | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-cancer-life-threatening-nn1484e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's cancer (life threatening) for critical illness insurance coverage.,After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-heart-attack-nn1488e.pdf,Attending Physician’s Statement – Heart attack - Living Benefits | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-heart-attack-nn1488e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's heart attack for critical illness insurance coverage.,After the sale,Policy Service,FALSE
insurance-term-to-100-one-time-cash-surrender-value-offere.pdf,Term to 100 One-Time Cash Surrender Value Offer,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/insurance-term-to-100-one-time-cash-surrender-value-offere.pdf,-,-,NN1693,,Policy Service,FALSE
manulife-insurance-manulife-bank-change-address-information-nn1572e.pdf,Request to change address information,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-manulife-bank-change-address-information-nn1572e.pdf,-,-,Complete this form to change the address for more than one Manulife policy or account.,After the sale,Policy Service,FALSE
manulife-insurance-proof-of-death-physicians-statement-nn0065e.pdf,Proof of Death Physician’s Statement - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-proof-of-death-physicians-statement-nn0065e.pdf,-,-,Have a physician complete this form to provide Manulife with proof of death.,After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-deafness-nn1487e.pdf,Attending Physician’s Statement – Deafness - Living Benefits | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-deafness-nn1487e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's deafness for critical illness insurance coverage.,After the sale,Policy Service,FALSE
affinity-markets-dental-claim-cm5001e.pdf,Dental claim (CM5001E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-dental-claim-cm5001e.pdf,-,-,Complete this form to make a dental claim for a Manulife Affinity Markets plan. (CM5001E),After the sale,Policy Service,FALSE
manulife-insurance-universal-life-insurance-financial-change-form-nn0946e.pdf,"Financial Change, including Performax Gold policies",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-universal-life-insurance-financial-change-form-nn0946e.pdf,-,-,Use this form to make changes to Universal life investment accounts (NN0946E),After the sale,Policy Service,FALSE
manulife-insurance-travel-insurance-policy-for-students-at0054e.pdf,Policy for Students,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-travel-insurance-policy-for-students-at0054e.pdf,-,-,Manulife Financial Travel Insurance Policy for Students,Client materials,Policy Service,FALSE
manulife-insurance-travel-insurance-for-travelling-canadians-emergency-medical-policy-at0205e.pdf,Travelling Canadians emergency medical policy (AT0205E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-travel-insurance-for-travelling-canadians-emergency-medical-policy-at0205e.pdf,-,-,Emergency Medical Policy For Travelling Canadians,After the sale,Policy Service,FALSE
manulife-insurance-travel-insurance-for-travelling-canadians-all-inclusive-policy-at0204e.pdf,All-inclusive policy for travelling Canadians (AT0204E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-travel-insurance-for-travelling-canadians-all-inclusive-policy-at0204e.pdf,-,-,All-Inclusive Policy For Travelling Canadians,After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-dementia-nn1502e.pdf,Attending Physician’s Statement – Dementia - Living Benefits | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-dementia-nn1502e.pdf,-,-,"Have a physician complete this form to describe to Manulife a patient's dementia, including Alzheimer's disease, for critical illness insurance coverage.",After the sale,Policy Service,FALSE
affinity-markets-declaration-of-insurability-for-reinstatement-or-change.pdf,Individual Life Insurance Declaration of Insurability For Reinstatement Or Change | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-declaration-of-insurability-for-reinstatement-or-change.pdf,-,-,Applying for reinstatement or change to a disability certificate/policy.,After the sale,Policy Service,FALSE
manulife-insurance-death-claim-requirements-for-individual-life-policies-nn0870e.pdf,Death claim requirements for individual life policies (NN0870E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-death-claim-requirements-for-individual-life-policies-nn0870e.pdf,-,-,Get a list of what's required to make a death claim for a Manulife individual life insurance policy. (NN0870E),After the sale,Policy Service,FALSE
affinity-markets-change-of-information-af1323e.pdf,Policy Services Change of information – Affinity Markets H&D,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-change-of-information-af1323e.pdf,-,-,"Policyholders wanting to make a name, address or payment information change to their inforce insurance coverage should complete this form.",After the sale,Policy Service,FALSE
manulife-insurance-future-care-option-exercise-application-nn1587e.pdf,Application to exercise the Future Care Option  - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-future-care-option-exercise-application-nn1587e.pdf,-,-,Complete this form to apply to Manulife to exercise the Future Care Option.,,Policy Service,FALSE
affinity-markets-group-benefits-beneficiary-designation-af1320e.pdf,Beneficiary Designation – Affinity Markets,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-group-benefits-beneficiary-designation-af1320e.pdf,-,-,Beneficiary designation or direction of payment previously made in respect to the proceeds payable.,After the sale,Policy Service,FALSE
manulife-insurance-billing-dates.pdf,Insurance Billing Dates,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-billing-dates.pdf,-,-,Check when Manulife produces statements and billing notices for different types of insurance. ,Before the sale,Policy Service,FALSE
manulife-insurance-preferred-prepayment-option-premium-paying-account-agreement-nn0262e.pdf,Preferred prepayment option (PPO) premium paying account agreement - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-preferred-prepayment-option-premium-paying-account-agreement-nn0262e.pdf,-,-,Complete this form to indicate a client's preferred prepayment option (PPO) for a Manulife insurance premium paying account.,After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-multiple-sclerosis-nn1495e.pdf,Attending physician’s statement – multiple sclerosis (NN1495E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-multiple-sclerosis-nn1495e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's multiple sclerosis for critical illness insurance coverage. (NN1495E),Before the sale,Policy Service,FALSE
manulife-insurance-financial-change-for-former-maritime-life-products-nn1511e.pdf,Financial change for former Maritime Life products – Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-financial-change-for-former-maritime-life-products-nn1511e.pdf,-,-,Use this form to make changes to former Maritime Life products,After the sale,Policy Service,FALSE
manulife-insurance-payment-from-an-account-outside-canada-nn1599e.pdf,Request for information about payment from an account outside Canada,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-payment-from-an-account-outside-canada-nn1599e.pdf,-,-,Use this form to request information about payment from an account outside Canada.,,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-motor-neuron-disease-nn1494e.pdf,Attending physician’s statement – motor neuron disease (NN1494E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-motor-neuron-disease-nn1494e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's motor neuron disease for critical illness insurance coverage. (NN1494E),After the sale,Policy Service,FALSE
affinity-markets-change-of-ownership-application-af1445e.pdf,Individual Life Insurance Change of Ownership | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-change-of-ownership-application-af1445e.pdf,-,-,Transfer of ownership.,After the sale,Policy Service,FALSE
manulife-insurance-foreign-residence-travel-questionnaire-nn0964e.pdf,Foreign Residence/Travel Questionnaire - NN0964E,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-foreign-residence-travel-questionnaire-nn0964e.pdf,-,-,Complete this form to provide Manulife with details about foreign residency and travel when applying for insurance. (NN0964E),After the sale,New Business and Underwriting,FALSE
manulife-insurance-innovision-product-page-nn0780e.pdf,InnoVision product page (NN0780E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-innovision-product-page-nn0780e.pdf,-,-,Form used to gather information required for InnoVision life insurance. ,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-lifecheque-product-page-nn0949e.pdf,Lifecheque critical illness insurance product page - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-lifecheque-product-page-nn0949e.pdf,-,-,Completed by advisors to provide us with the type of coverage and the amount,,New Business and Underwriting,FALSE
insurance-manulife-ul-vitality-plus-yrt-85-20-single-level-sample-contracte.pdf,"Manulife UL with Vitality Plus - YRT, Single, Level - Sample Contract | Manulife",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-manulife-ul-vitality-plus-yrt-85-20-single-level-sample-contracte.pdf,-,-,This sample policy contract is provided for your information only. It is not a valid contract or an offer of insurance. ,Before the sale,New Business and Underwriting,FALSE
affinity-markets-personal-accident-disability-insurance-sample-contract.pdf,Personal Accident Disability Insurance - Sample Contract,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/affinity-markets-personal-accident-disability-insurance-sample-contract.pdf,-,-,Review this sample contract for Manulife Personal Accident Disability Insurance to better understand our policies.,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-disability-buy-sell-supplement-nn1471e.pdf,Disability Buy-Sell Supplement - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-disability-buy-sell-supplement-nn1471e.pdf,-,-,Complete this form to provide Manulife with business information for a disability buy-sell supplement.,,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-yrt-85-level-death-benefit-joint.pdf,UL sample contract yrt 85 level death benefit joint,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-yrt-85-level-death-benefit-joint.pdf,-,-,"Review this sample contract for Manulife UL (YRT 85, Level Death Benefit, Joint) to better understand our life insurance policies.",,New Business and Underwriting,FALSE
manulife-insurance-performax-gold-product-page-nn1547e.pdf,Performax Gold product page,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-performax-gold-product-page-nn1547e.pdf,-,-,Form used to gather information required for Performax Gold life insurance.,,New Business and Underwriting,FALSE
affinity-markets-marketing-materials-order-form.pdf,Marketing materials order form (login required),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/affinity-markets-marketing-materials-order-form.pdf,-,-,Complete this form to order marketing materials from Manulife Affinity Markets.,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-gold-sample-contract-level-100-face-plus-joint.pdf,UL gold sample contract level 100 face plus joint,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-gold-sample-contract-level-100-face-plus-joint.pdf,-,-,"Review this sample contract for Manulife UL Gold (Level 100, Face Plus, Joint) to better understand our life insurance policies.",,New Business and Underwriting,FALSE
manulife-insurance-attending-physicians-statement-insulin-dependent-diabetes-nn1490e.pdf,Attending physician’s statement – insulin-dependent diabetes (NN1490E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-attending-physicians-statement-insulin-dependent-diabetes-nn1490e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's insulin-dependent diabetes for critical illness insurance coverage. (NN1490E),After the sale,New Business and Underwriting,FALSE
manulife-insurance-synergy-product-page-nn1598e.pdf,Synergy solution product page - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-synergy-product-page-nn1598e.pdf,-,-,Completed by advisors to let us know the type of coverage and the amount,,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract.pdf,UL sample contract,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract.pdf,-,-,Review this sample contract for Manulife UL universal life insurance to better understand our policies.,,New Business and Underwriting,FALSE
manulife-insurance-performax-gold-sample-contract.pdf,Performax Gold sample contract,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-performax-gold-sample-contract.pdf,-,-,Performax Gold sample contract,Before the sale,New Business and Underwriting,FALSE
insurance-2021-term-reprice-rate-rewrite-programe.pdf,2021 Term Reprice Rate Rewrite Program,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/private/insurance-2021-term-reprice-rate-rewrite-programe.pdf,-,-,The 2021 Term Reprice Rate Rewrite Program allows the policyowner to apply for the most current rates on their coverages.,,New Business and Underwriting,TRUE
insurance-new-business-and-underwriting-dual-method-identification-nn1663e.pdf,Dual Method Identification,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/private/insurance-new-business-and-underwriting-dual-method-identification-nn1663e.pdf,-,-,Use this form to gather records to confirm a person's identity.,,New Business and Underwriting,TRUE
insurance-underwriting-guide-for-disability-insurance-mk3079e.pdf,Underwriting guide for Disability Insurance (MK3079E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/private/insurance-underwriting-guide-for-disability-insurance-mk3079e.pdf,-,-,"Occupational, medical, and financial information needed during the risk appraisal process for Disability Insurance.",Before the sale,New Business and Underwriting,TRUE
insurance-new-business-and-underwriting-third-party-information-and-politically-exposed-person-disclosure-nn1669e.pdf,Third party information and politically exposed person disclosure,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/private/insurance-new-business-and-underwriting-third-party-information-and-politically-exposed-person-disclosure-nn1669e.pdf,-,-,"Complete this form for: single deposits over $100,000; if a third party is contributing the funds being deposited; if a third party has control over a policy; or if an owner is acting on behalf of a third party.",,New Business and Underwriting,TRUE
manulife-insurance-individual-verification-identity-determination-political-exposure-forme.pdf,Verification of Identity and Determination of Political Exposure form for Individual Insurance for released funds from side accounts (NN1695),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/private/manulife-insurance-individual-verification-identity-determination-political-exposure-forme.pdf,-,-,"This form is required for non-exempt products where the amount to be remitted is $10,000 or greater. If payment is less than $10,000 this form is not required.",,New Business and Underwriting,TRUE
insurance-new-business-and-underwriting-request-to-pre-order-attending-physician-statement-nn1634e.pdf,Request to pre-order an Attending Physician’s Statement - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/private/insurance-new-business-and-underwriting-request-to-pre-order-attending-physician-statement-nn1634e.pdf,-,-,Form to pre-order an Attending Physician’s Statement – Elite only.,,New Business and Underwriting,TRUE
insurance-underwriting-guide-for-disability-insurance-occupation-schedule-cs3689e.pdf,Underwriting guide for disability insurance – Occupation schedule (CS3689E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/private/insurance-underwriting-guide-for-disability-insurance-occupation-schedule-cs3689e.pdf,-,-,The occupation schedule lists common occupations and their corresponding occupation class for disability insurance (CS3689E). ,,New Business and Underwriting,TRUE
insurance-new-business-and-underwriting-trial-assessment-questionnaire-nn7010e.pdf,Trial assessment questionnaire (NN7010E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/private/insurance-new-business-and-underwriting-trial-assessment-questionnaire-nn7010e.pdf,-,-,Complete this questionnaire to receive a tentative assessment of your eligibility to apply for insurance. (NN7010E),,New Business and Underwriting,TRUE
insurance-new-business-and-underwriting-authorization-to-share-information-nn1689e.pdf,Authorization to share Information | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/private/insurance-new-business-and-underwriting-authorization-to-share-information-nn1689e.pdf,-,-,"Authorization to share information directly to Manulife from many sources.(doctors and other medical practitioner, health  care professionals, clinics and other medically related facilities, insurance companies)",,New Business and Underwriting,TRUE
manulife-insurance-financial-underwriting-guidelines-mp1022378e.pdf,Financial Underwriting Guidelines - Life,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/private/manulife-insurance-financial-underwriting-guidelines-mp1022378e.pdf,-,-,"Use these financial underwriting guidelines from Manulife when working with clients to determine insurance need, face amount and premium structure. ",Before the sale,New Business and Underwriting,TRUE
insurance-underwriting-financial-underwriting-guidelines-critical-illnesse.pdf,Financial underwriting guidelines - Critical Illness,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/private/insurance-underwriting-financial-underwriting-guidelines-critical-illnesse.pdf,-,-,"All financial underwriting based on both face amount and premium, and on Canadian income and assets.",,New Business and Underwriting,TRUE
manulife-insurance-disability-insurance-loss-of-consciounsness-medical-questionnaire-nn1479e.pdf,Loss of Consciousness Medical Questionnaire for Disability Insurance - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-disability-insurance-loss-of-consciounsness-medical-questionnaire-nn1479e.pdf,-,-,Complete this form to provide Manulife with details about loss of consciousness for disability insurance.,,New Business and Underwriting,FALSE
manulife-insurance-flexcare-application-for-quebec-residents-af1345e.pdf,Flexcare – Health and dental application for Quebec residents (AF1345E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-flexcare-application-for-quebec-residents-af1345e.pdf,-,-,Complete this form to apply for Manulife Flexcare health & dental insurance for a resident of Quebec. (AF1345E),Before the sale,New Business and Underwriting,FALSE
